id,artist,title,label,category,format,price,item_url,thumb_url
5944,John Heckle,Tributes To A Sun God,Riotvan,house,12inch,13.49,https://clone.nl//item42061.html,https://clone.nl/platen/artwork/large/plaatimage41538.jpg
5945,Colophon,Mechanism And Motion EP (Florian Kupfer remix),Countervisions,house,12inch,13.99,https://clone.nl//item42059.html,https://clone.nl/platen/artwork/large/plaatimage41536.jpg
5946,2 Bit Crew,Your Sun Belongs To Me,Third Ear,house,12inch,13.99,https://clone.nl//item42057.html,https://clone.nl/platen/artwork/large/plaatimage41534.jpg
5947,Various Artists,Worldwide Electronics Vol. 1,Third Ear,house,2x12inch,33.99,https://clone.nl//item42051.html,https://clone.nl/platen/artwork/large/plaatimage41528.jpg
5948,Works Unit,Works Unit 001,Little Beat Different,house,12inch,11.99,https://clone.nl//item42034.html,https://clone.nl/platen/artwork/large/plaatimage41519.jpg
5949,Fetnat,Swahili,Centre Source Records,house,12inch,10.99,https://clone.nl//item42027.html,https://clone.nl/platen/artwork/large/plaatimage41513.jpg
5950,Nummer,Second Sight,Deeptrax,house,12inch,10.99,https://clone.nl//item42025.html,https://clone.nl/platen/artwork/large/plaatimage41625.jpg
5951,Dennis Bovell,Heaven,Mahogani Music,house,12inch,10.99,https://clone.nl//item42019.html,https://clone.nl/platen/artwork/large/plaatimage41507.jpg
5952,Audio Atlas pres. DimDJ,Future Ancient EP,Innervisions,house,12inch,10.99,https://clone.nl//item42018.html,https://clone.nl/platen/artwork/large/plaatimage44305.jpg
5953,Marcel Dettmann,DJ Kicks,Friends & Relations,house,2x12inch + Download,10.99,https://clone.nl//item42012.html,https://clone.nl/platen/artwork/large/plaatimage41503.jpg
5954,The People In Fog,Higher EP (Soichi Terada remix),Man Hole,house,12inch,9.99,https://clone.nl//item42010.html,https://clone.nl/platen/artwork/large/plaatimage41500.jpg
5955,Night Dubber,Keepin' You Close EP,Mint Condition,house,10inch,9.99,https://clone.nl//item42006.html,https://clone.nl/images/no-cover.png
5956,Aybee,Man Over Machine,Saber Records,house,12inch,9.99,https://clone.nl//item41996.html,https://clone.nl/platen/artwork/large/plaatimage41638.jpg
5957,Various Artists,A Tribute To Klang Club Vol. 2,XVI Records,house,12inch,11.19,https://clone.nl//item41995.html,https://clone.nl/platen/artwork/large/plaatimage41495.jpg
5958,Various Artists,Kill Yourself Dancing - The Story Of Sunset Records Inc. Chicago 1985-89,Me Me Me,house,2x12inch,9.99,https://clone.nl//item41992.html,https://clone.nl/platen/artwork/large/plaatimage41873.jpg
5959,Ben Sun,Tides Ep,Henry Street Music,house,12inch,5.49,https://clone.nl//item41984.html,https://clone.nl/platen/artwork/large/plaatimage41642.jpg
5960,Chicago Basement Trax ,Inspired By The Rawness Of Ron Hardy Ep,Henry Street Music,house,12inch,9.99,https://clone.nl//item41983.html,https://clone.nl/platen/artwork/large/plaatimage41643.jpg
5961,Playgroup,Previously Unreleased Ep 7,Shelter records,house,12inch,10.99,https://clone.nl//item41978.html,https://clone.nl/platen/artwork/large/plaatimage41645.jpg
5962,Playgroup,Previously Unreleased EP 6,Sounds Of Beaubien Ouest,house,12inch,11.99,https://clone.nl//item41977.html,https://clone.nl/platen/artwork/large/plaatimage41877.jpg
5963,Thompson & Le Noir,Can't Stop The House,We Play Wax,house,12inch,12.99,https://clone.nl//item41972.html,https://clone.nl/platen/artwork/large/plaatimage41484.jpg
5964,DJ W!ld,Out Of Space,Common Series,house,12inch,12.99,https://clone.nl//item41967.html,https://clone.nl/platen/artwork/large/plaatimage41478.jpg
5965,Skygaze,Airmax 90,Hivern Discs,house,12inch,12.99,https://clone.nl//item41966.html,https://clone.nl/platen/artwork/large/plaatimage41477.jpg
5966,Mike Dehnert,How Close,Momentary Records,house,12inch,17.99,https://clone.nl//item41961.html,https://clone.nl/platen/artwork/large/plaatimage41650.jpg
5967,Various Artists,In Any Case #1,Valby Rotary,house,12inch,11.99,https://clone.nl//item41947.html,https://clone.nl/platen/artwork/large/plaatimage41461.jpg
5968,Jeremy Williams,Jackmaster Hater Presents,Paramount City Records,house,12inch,13.99,https://clone.nl//item41941.html,https://clone.nl/platen/artwork/large/plaatimage41457.jpg
5969,Nacho Patrol,Panter 777 (Jared Wilson remix),Wilson Records,house,12inch,10.99,https://clone.nl//item41932.html,https://clone.nl/platen/artwork/large/plaatimage41448.jpg
5970,Deviere,Vendredi,Where To Now,house,12inch,5.99,https://clone.nl//item41925.html,https://clone.nl/platen/artwork/large/plaatimage41487.jpg
5971,Terry Tester,Genealogia EP,Future Vision,house,12inch,10.99,https://clone.nl//item41918.html,https://clone.nl/platen/artwork/large/plaatimage41441.jpg
5972,Norwell,Death Of A Star Remixes,Dekmantel,house,12inch,11.99,https://clone.nl//item41906.html,https://clone.nl/platen/artwork/large/plaatimage41424.jpg
5973,99LETTERS,Untold Future,Out To Lunch,house,12inch,12.99,https://clone.nl//item41897.html,https://clone.nl/platen/artwork/large/plaatimage41418.jpg
5974,CO-R,Gudrun,Third Ear,house,12inch,12.99,https://clone.nl//item41890.html,https://clone.nl/platen/artwork/large/plaatimage41411.jpg
5975,Jake D,Cycles EP,Trax,house,12inch,11.99,https://clone.nl//item41884.html,https://clone.nl/platen/artwork/large/plaatimage41401.jpg
5976,Bruno Sacco,Laq 03,Emotional Response,house,12inch,23.99,https://clone.nl//item41876.html,https://clone.nl/platen/artwork/large/plaatimage41393.jpg
5977,Doms & Deykers,Evidence From A Good Source,Musicandpower,house,3x12inch,11.99,https://clone.nl//item41863.html,https://clone.nl/platen/artwork/large/plaatimage41379.jpg
5978,Erik Starostin,World of Concrete EP,Cool Ranch,house,12inch,22.99,https://clone.nl//item41858.html,https://clone.nl/platen/artwork/large/plaatimage41372.jpg
5979,Red Rack em,Nothing Without You EP,Temporize,house,12inch,21.99,https://clone.nl//item41855.html,https://clone.nl/platen/artwork/large/plaatimage41378.jpg
5980,Doms & Deykers,Evidence From A Good Source,axis,house,CD,9.99,https://clone.nl//item41854.html,https://clone.nl/platen/artwork/large/plaatimage41369.jpg
5981,Young Male,Hot For Destiny and The Street,P and D Records,house,12inch,15.99,https://clone.nl//item41853.html,https://clone.nl/platen/artwork/large/plaatimage41368.jpg
5982,Omar S,"Heres Your Trance, Now Dance!! / Heres Your Trance, Now Dance! (Remix 2/2)",Full Pupp,house,12inch,29.99,https://clone.nl//item41843.html,https://clone.nl/platen/artwork/large/plaatimage41358.jpg
5983,Dorsi Plantar,Perfectly Normal Behavior EP,Giegling,house,12inch,12.99,https://clone.nl//item41842.html,https://clone.nl/platen/artwork/large/plaatimage41357.jpg
5984,DJ Joe Lewis,Change Reaction,Rawax,house,EP,10.99,https://clone.nl//item41826.html,https://clone.nl/platen/artwork/large/plaatimage41339.jpg
5985,Joakim Cosmo,Nattfarja till Helsingborg,Cellar Door Service,house,12inch,9.99,https://clone.nl//item41818.html,https://clone.nl/platen/artwork/large/plaatimage41310.jpg
5986,David West,Peace or Love,Wild Oats,house,LP,21.99,https://clone.nl//item41810.html,https://clone.nl/platen/artwork/large/plaatimage41303.jpg
5987,Minimal Violence,Night Gym,The Other Planet,house,12inch,9.99,https://clone.nl//item41805.html,https://clone.nl/platen/artwork/large/plaatimage41298.jpg
5988,Glenn Astro,The Power Ep,Rush Hour,house,12inch,10.99,https://clone.nl//item41798.html,https://clone.nl/platen/artwork/large/plaatimage41320.jpg
5989,Luke Solomun,This Beats Work Ep,Phoenix G,house,12inch,13.99,https://clone.nl//item41781.html,https://clone.nl/platen/artwork/large/plaatimage41329.jpg
5990,G. Marcell & Myles Serge,The Future Is You EP,Domina Trxxx,house,12inch,9.99,https://clone.nl//item41779.html,https://clone.nl/platen/artwork/large/plaatimage41288.jpg
5991,Various Artists,Todd Terje Edits 2865,Nightwind Records,house,12inch,13.99,https://clone.nl//item41777.html,https://clone.nl/platen/artwork/large/plaatimage41286.jpg
5992,Jordan Fields,Yakamoz Dubs,Animalia,house,12inch,10.99,https://clone.nl//item41763.html,https://clone.nl/platen/artwork/large/plaatimage41332.jpg
5993,Playgroup,Previously Unreleased Ep 3,Klasse Wrecks,house,12inch,13.49,https://clone.nl//item41760.html,https://clone.nl/platen/artwork/large/plaatimage41333.jpg
5994,Various Artists,The Pleasure Box Vol 2 - Sons Of The Second Circle,Plush Records,house,12inch,12.99,https://clone.nl//item41751.html,https://clone.nl/platen/artwork/large/plaatimage41266.jpg
5995,Jeremy Hyman,Couch,Magnetron Music,house,12inch,10.49,https://clone.nl//item41746.html,https://clone.nl/platen/artwork/large/plaatimage41267.jpg
5996,Magic Mountain High,Spacepod,Upstairs Asylum Recordings,house,12inch,9.99,https://clone.nl//item41743.html,https://clone.nl/platen/artwork/large/plaatimage41255.jpg
5997,Move D / Gummihz / Away Soundsystem / Auditory Response,Various Artists No.1,Mistress Recordings,house,12inch,8.99,https://clone.nl//item41730.html,https://clone.nl/platen/artwork/large/plaatimage41246.jpg
5998,Ron Juan,Musica Complessa,JIN,house,12inch,9.99,https://clone.nl//item41728.html,https://clone.nl/platen/artwork/large/plaatimage41244.jpg
5999,Various Artists,Royal Athlete Vol. 4,Euphoric State,house,12inch,14.99,https://clone.nl//item41727.html,https://clone.nl/platen/artwork/large/plaatimage41242.jpg
6000,Wasserfall,Lil' Bird EP,Cosmic Rhythm,house,12inch,9.49,https://clone.nl//item41716.html,https://clone.nl/platen/artwork/large/plaatimage41229.jpg
6001,Emanative & Bex Burch,Disrupt 4,Shapes of Rhythm,electronix,7inch,9.99,https://clone.nl//item63826.html,https://clone.nl/platen/artwork/large/plaatimage63108.jpg
6002,Mika Vainio,Last Live,Cave12,electronix,2LP,29.99,https://clone.nl//item63816.html,https://clone.nl/platen/artwork/large/plaatimage63099.jpg
6003,Poirier Marshall Partners,ATELIER / FERME,Kit Records,electronix,12inch,17.49,https://clone.nl//item63723.html,https://clone.nl/platen/artwork/large/plaatimage63011.jpg
6004,Ultramarine,Folk,Foam On A Wave,electronix,LP,21.49,https://clone.nl//item63639.html,https://clone.nl/platen/artwork/large/plaatimage62930.jpg
6005,Nico Mecca,Floppy Computer,Periodica,electronix,LP,16.99,https://clone.nl//item63583.html,https://clone.nl/platen/artwork/large/plaatimage62875.jpg
6006,Amandra,035,AD 93,electronix,12inch,13.99,https://clone.nl//item63571.html,https://clone.nl/platen/artwork/large/plaatimage62864.jpg
6007,Bit Folder,Nogbad the Bad EP,Analogical Force,electronix,12inch,11.99,https://clone.nl//item63546.html,https://clone.nl/platen/artwork/large/plaatimage62837.jpg
6008,Frits Wentink & Erik Madigan Heck,Safe Passage,Dekmantel,electronix,LP,27.99,https://clone.nl//item63496.html,https://clone.nl/platen/artwork/large/plaatimage62785.jpg
6009,Various Artists,De Nor 2020,Ultra Eczema,electronix,LP,34.99,https://clone.nl//item63495.html,https://clone.nl/platen/artwork/large/plaatimage62784.jpg
6010,Proswell,People are Giving and Receiving Thanks at Incredible Speeds,Central Processing Unit,electronix,12inch,9.99,https://clone.nl//item63471.html,https://clone.nl/platen/artwork/large/plaatimage62762.jpg
6011,Rhys Celeste,Microlith III / IV / V / VI,Fundamental Records,electronix,8x12'',199.99,https://clone.nl//item63457.html,https://clone.nl/platen/artwork/large/plaatimage62749.jpg
6012,Tadi ft. DJKR,Seven Diamond Lines,Offen Music,electronix,LP,15.99,https://clone.nl//item63446.html,https://clone.nl/platen/artwork/large/plaatimage62740.jpg
6013,Calibre,Feeling Normal (ft. DRS),Signature records,electronix,4x12inch,39.99,https://clone.nl//item63387.html,https://clone.nl/platen/artwork/large/plaatimage62679.jpg
6014,The Duty Freedom,Chronic Durations EP,SNC Recs,electronix,12inch,14.99,https://clone.nl//item63381.html,https://clone.nl/platen/artwork/large/plaatimage62671.jpg
6015,Mantrum,Forest On Stasys (Shoal remix),Harmony Rec,electronix,12inch,9.99,https://clone.nl//item63374.html,https://clone.nl/platen/artwork/large/plaatimage62666.jpg
6016,Varuna,Mangrove Management,A Walking Contradiction,electronix,12inch + 10inch,19.99,https://clone.nl//item63363.html,https://clone.nl/platen/artwork/large/plaatimage62654.jpg
6017,Ed Chamberlain,Untitled,Semantica,electronix,12inch,10.99,https://clone.nl//item63357.html,https://clone.nl/platen/artwork/large/plaatimage62647.jpg
6018,Various Artists,Brabuhr Q-IH,Lith Dolina,electronix,2LP,28.99,https://clone.nl//item63353.html,https://clone.nl/platen/artwork/large/plaatimage62643.jpg
6019,Bab,Aidour,Crowdspacer,electronix,12inch,11.49,https://clone.nl//item63308.html,https://clone.nl/platen/artwork/large/plaatimage62601.jpg
6020,"Sander Molder, Timo Steiner",The Golden Temple,Birdname,electronix,LP,19.99,https://clone.nl//item63305.html,https://clone.nl/platen/artwork/large/plaatimage62598.jpg
6021,Terrace,Isolation EP,Delsin,electronix,12inch,9.99,https://clone.nl//item63299.html,https://clone.nl/platen/artwork/large/plaatimage62592.jpg
6022,MINIGOD,De Bus,Rubber,electronix,7inch,15.99,https://clone.nl//item63295.html,https://clone.nl/platen/artwork/large/plaatimage62588.jpg
6023,Alex Burkat,The Spiral Island,Only Child,electronix,12inch,14.49,https://clone.nl//item63286.html,https://clone.nl/platen/artwork/large/plaatimage62579.jpg
6024,Dax Pierson,Nerve Bumps (A Queer Divine Disappointment),Dark Entries,electronix,LP,18.99,https://clone.nl//item63277.html,https://clone.nl/platen/artwork/large/plaatimage62570.jpg
6025,Neurodermythis,The Reconciliation Tape,Good Morning Tapes,electronix,Cassette Tape,14.49,https://clone.nl//item63273.html,https://clone.nl/platen/artwork/large/plaatimage62566.jpg
6026,Amandra & Karim,"Sqala (Donato Dozzy, Forest Drive West & Dorisburg remixes)",Tikita,electronix,2x12inch,20.99,https://clone.nl//item63272.html,https://clone.nl/platen/artwork/large/plaatimage62565.jpg
6027,AgainstMe,Inequalities EP,Liquid Drops,electronix,12inch,11.49,https://clone.nl//item63271.html,https://clone.nl/platen/artwork/large/plaatimage62564.jpg
6028,Felix K,Skulpturen #1-4,Nullpunkt,electronix,LP,20.99,https://clone.nl//item63267.html,https://clone.nl/platen/artwork/large/plaatimage62561.jpg
6029,Ena,One Draw,Nullpunkt,electronix,LP,20.99,https://clone.nl//item63266.html,https://clone.nl/platen/artwork/large/plaatimage62560.jpg
6030,F&E,Forschung & Entwicklung II,Nullpunkt,electronix,12inch,17.99,https://clone.nl//item63265.html,https://clone.nl/platen/artwork/large/plaatimage62559.jpg
6031,Panoram,Pianosequenza Vol.1,Union Editions,electronix,LP,20.99,https://clone.nl//item63246.html,https://clone.nl/platen/artwork/large/plaatimage62539.jpg
6032,Various Artists,Espectrum 2 EP2,Avant Roots,electronix,12inch,12.49,https://clone.nl//item63243.html,https://clone.nl/platen/artwork/large/plaatimage62536.jpg
6033,Legowelt,Pancakes With Mist,Nightwind Records,electronix,2x12inch,21.99,https://clone.nl//item63241.html,https://clone.nl/platen/artwork/large/plaatimage62534.jpg
6034,Lawrence Le Doux,Compassion Lake,Nous klaer Audio,electronix,12inch,9.99,https://clone.nl//item63207.html,https://clone.nl/platen/artwork/large/plaatimage62501.jpg
6035,Till Kruger,Gravity,200 Records,electronix,2LP,29.99,https://clone.nl//item63204.html,https://clone.nl/platen/artwork/large/plaatimage62851.jpg
6036,DJ Sports,Sourcecode EP,Trick,electronix,12inch,10.49,https://clone.nl//item63192.html,https://clone.nl/platen/artwork/large/plaatimage62490.jpg
6037,Various Artists,RM241220,Rand Muzik,electronix,12inch,12.99,https://clone.nl//item63190.html,https://clone.nl/platen/artwork/large/plaatimage62488.jpg
6038,Unknown Artist,Unseen Series I,Analogical Force,electronix,12inch,11.99,https://clone.nl//item63188.html,https://clone.nl/platen/artwork/large/plaatimage62486.jpg
6039,Shintaro Sakamoto,Love If Possible,Mesh-Key,electronix,LP,27.99,https://clone.nl//item63168.html,https://clone.nl/platen/artwork/large/plaatimage62468.jpg
6040,Francois N'Gwa,OGOOUE,Into The Deep Treasury,electronix,LP,26.49,https://clone.nl//item63167.html,https://clone.nl/platen/artwork/large/plaatimage62467.jpg
6041,Steve Roach,Quiet Music 3,Telephone Explosion,electronix,12inch,28.99,https://clone.nl//item63166.html,https://clone.nl/platen/artwork/large/plaatimage62466.jpg
6042,Steve Roach,Quiet Music 2,Telephone Explosion,electronix,LP,28.99,https://clone.nl//item63165.html,https://clone.nl/platen/artwork/large/plaatimage62465.jpg
6043,Charles Ditto,In Human Terms,Telephone Explosion,electronix,LP,29.99,https://clone.nl//item63163.html,https://clone.nl/platen/artwork/large/plaatimage62463.jpg
6044,Scott Hardware,Engel,Telephone Explosion,electronix,LP,28.99,https://clone.nl//item63162.html,https://clone.nl/platen/artwork/large/plaatimage62462.jpg
6045,Diana Berti,The Hand That Seeds Death Part 1,Veleno Viola,electronix,LP,15.99,https://clone.nl//item63150.html,https://clone.nl/platen/artwork/large/plaatimage62450.jpg
6046,Reymour,Leviosa,Knekelhuis,electronix,LP,24.99,https://clone.nl//item63137.html,https://clone.nl/platen/artwork/large/plaatimage62436.jpg
6047,Mart Avi,Vega Never Sets,Porridge Bullet,electronix,LP,25.99,https://clone.nl//item63135.html,https://clone.nl/platen/artwork/large/plaatimage62434.jpg
6048,Moist 96,Untitled,LIES,electronix,LP,20.99,https://clone.nl//item63134.html,https://clone.nl/platen/artwork/large/plaatimage62433.jpg
6049,Yu Su,Yellow River Blue,Music From Memory,electronix,LP,21.99,https://clone.nl//item63133.html,https://clone.nl/platen/artwork/large/plaatimage62432.jpg
6050,Inkasso,ZEICHEN IM SCHACHT DER VERSCHLEIERTEN TATSACHEN,Osare Editions,electronix,LP,22.99,https://clone.nl//item63131.html,https://clone.nl/platen/artwork/large/plaatimage62430.jpg
6051,Milan W,In Bloom,Nightwind Records,electronix,LP,21.99,https://clone.nl//item63130.html,https://clone.nl/platen/artwork/large/plaatimage62429.jpg
6052,Ultramarine,Blackwaterside,Altered Sense,electronix,7inch,34.99,https://clone.nl//item63115.html,https://clone.nl/platen/artwork/large/plaatimage62415.jpg
